UPC,Product Name,Category,Subcategory,In Stock,Price,Sale,Sale Price,Unit,Image Link,Description,Product Page Link
982,Ontario Peaches 3Lt Basket,Fresh Fruits & Vegetables,Fruits,True,5.99,False,0,3Lt,https://api.longos.com/medias/982-2-base-conversionFormat-1200-conversionFormat.jpg?context=bWFzdGVyfGltYWdlc3w2NzI3MHxpbWFnZS9qcGVnfGltYWdlcy9oMTUvaDkzLzg4OTUzOTA2NzkwNzAuanBnfDY1YmRkMmZhN2QxZTlkMDFhN2VmNjI5ODBlMDEwNmUyOTMxNDc3ZTk0YmRhYzJmYjMzYjM2OTdhMmQ1ZGQ1MTA,,https://www.longos.com/product/982/Ontario%20Peaches%203Lt%20Basket
14401,Peaches White Flesh,Fresh Fruits & Vegetables,Fruits,True,1.49,False,0,Each,https://api.longos.com/medias/14401-1-base-conversionFormat-1200-conversionFormat.png?context=bWFzdGVyfGltYWdlc3w0MjkzNzJ8aW1hZ2UvcG5nfGltYWdlcy9oM2QvaGU0LzkxODE1MzI5NDY0NjIucG5nfGVjZDEyZDlhYzVmMjIzMjIyMjA2ZDZiMDRhMGM4Zjg0NDcxOGIyMGE0ZTAwNTRiMDhhN2E4NjFlYjk4YmQ2NjU,,https://www.longos.com/product/14401/Peaches%20White%20Flesh
194044,Organic Peaches,Fresh Fruits & Vegetables,Fruits,True,2.29,False,0,Each,https://api.longos.com/medias/194044-1-base-conversionFormat-1200-conversionFormat.png?context=bWFzdGVyfGltYWdlc3wyOTEzOTZ8aW1hZ2UvcG5nfGltYWdlcy9oNTQvaDNlLzkxODE1Mzg1ODI1NTgucG5nfGY3Y2U0MTY2MWM4YWQ4MjU0OGFmN2ExMmUxNjEyZDJjNzlhNjcwYWI3ZDM3NDhjNWUyZTI2ZTgwZjBmY2U0OTg,,https://www.longos.com/product/194044/Organic%20Peaches
4034,Honeydew Melon,Fresh Fruits & Vegetables,Fruits,True,6.49,True,5.49,Each,https://api.longos.com/medias/4034-1-base-conversionFormat-1200-conversionFormat.jpg?context=bWFzdGVyfGltYWdlc3wzMjkxMnxpbWFnZS9qcGVnfGltYWdlcy9oOTcvaDI2Lzg4MzYxMTM1OTY0NDYuanBnfDZlNjE1NmM3OTBlODBjNGI4Yzk1YzRlOWRmMTRkYWNiODNhYWJlZWMzYTQxNWI4NGI0NjU1Nzg4MDg5Y2NlOGQ,"The Honeydew melon has a pale exterior and a sweet, green flesh perfect for a refreshing snack or part of a dessert tray.",https://www.longos.com/product/4034/Honeydew%20Melon
194237,Organic Fairtrade Banana Bunch,Fresh Fruits & Vegetables,Fruits,True,2.29,False,0,EACH,https://api.longos.com/medias/194237-1-base-conversionFormat-1200-conversionFormat.png?context=bWFzdGVyfGltYWdlc3w1MDQwNzR8aW1hZ2UvcG5nfGltYWdlcy9oYzIvaDEzLzkyMzAxOTY2NzA0OTQucG5nfDY0ZjY2ZWRjNjAyZDU1MDAzMmVlNTBiMTZlYjI4MmIxNzM5YmY3N2FhNDk2NzU5NGNlYTU5MDQ4NGEwMjM4NDY,"A Fairtrade Certified Organic banana means that workers and farmers are getting a fair price for their fruit, which reflects the sustainable cost of production. Equifruit is a group of diehard believers in ethical fruit sourcing. Established in 2006, Equifruit is Canada’s leading Fairtrade-certified banana importer & marketer.  Product of Ecuador o View More",https://www.longos.com/product/194237/Organic%20Fairtrade%20Banana%20Bunch
1179,Nectarines Large,Fresh Fruits & Vegetables,Fruits,True,1.99,False,0,Each,https://api.longos.com/medias/1179-1-base-conversionFormat-1200Wx1200H.png?context=bWFzdGVyfGltYWdlc3w2NjU4NDJ8aW1hZ2UvcG5nfGgwMS9oMTMvOTMzNDUyOTM1OTkwMi8xMTc5XzFfYmFzZS1jb252ZXJzaW9uRm9ybWF0XzEyMDBXeDEyMDBIfDI1MjRjNmMxYTBhYzE3YTAyYTVkZmNjYzE3MzBmMDBmMzdhMWExOGM5OWYxYzc1YTk1MTU0ZDE4YjA3YWQ0MDU,,https://www.longos.com/product/1179/Nectarines%20Large%20
4022,Green Seedless Grapes,Fresh Fruits & Vegetables,Fruits,True,7.91,False,0,900g-1.2kg,https://api.longos.com/medias/4022-1-base-conversionFormat-1200-conversionFormat.jpg?context=bWFzdGVyfGltYWdlc3wzMzM0M3xpbWFnZS9qcGVnfGltYWdlcy9oNTEvaGRhLzg4MzYxMTQwNTUxOTguanBnfGIxMDYzNzZhYjk3ZmQwYTcxNjI3Mzg1MTNhNTIxYzFlYmVjZTBjMGY1YWZiODBhNTRiNDFlYTY3OGQwNTlmYWE,"Grapes are ideal as a luncheon dessert, snack, wine and cheese complement, or garnish.",https://www.longos.com/product/4022/Green%20Seedless%20Grapes
4225,Avocado,Fresh Fruits & Vegetables,Fruits,True,2.00,False,0,Each,https://api.longos.com/medias/4225-1-base-conversionFormat-1200-conversionFormat.jpg?context=bWFzdGVyfGltYWdlc3wzNDEwOXxpbWFnZS9qcGVnfGltYWdlcy9oN2YvaDFlLzg4MzYxMzE1NTMzMTAuanBnfDYzZGM5NmM0ZDdmMDRhODkwOTgzY2I0ZTExNDJhNTE0MWMxN2M2ODg3MDcwNTliNWM1MWU5YWQyNGMyZTQxOTI,"One of nature's most nutrient dense foods, the health benefits of avocados and the popularity of guacamole make this a fruit in demand.",https://www.longos.com/product/4225/Avocado
4023,Red Seedless Grapes,Fresh Fruits & Vegetables,Fruits,True,10.56,True,7.91,900g-1.2kg,https://api.longos.com/medias/4023-1-base-conversionFormat-1200-conversionFormat.png?context=bWFzdGVyfGltYWdlc3wyOTUzNDF8aW1hZ2UvcG5nfGltYWdlcy9oOGEvaGRkLzg5NjMyNTUwMDkzMTAucG5nfDQ2MGUxZmE0Nzc4MmI1ZjIxOGFmOGFmOTlmM2Q3MzdlYTYzNDM0MDMxZTYwNmJhOTZmYTBlYjE4OGE5MmVhZDg,"Grapes are ideal as a luncheon dessert, snack, wine and cheese complement, or garnish.",https://www.longos.com/product/4023/Red%20Seedless%20Grapes
4240,Blueberries,Fresh Fruits & Vegetables,Fruits,True,4.99,False,0,Half Pint,https://api.longos.com/medias/4240-2-base-conversionFormat-1200-conversionFormat.jpg?context=bWFzdGVyfGltYWdlc3wyNTY0MXxpbWFnZS9qcGVnfGltYWdlcy9oZWIvaDEyLzg4MzYxMjUxMzA3ODIuanBnfGQ5ZTA4ZDc0YzAxNzFjM2VkYTlkYWFiMmMyYzY0OWUxOTY0YTcyN2YzMTk3MTdiZmYyYzliNzdhZmQwYmU4Yjc,Blueberries are indigo-coloured berries known for their antioxidant properties. They are also bursting with flavour.170g,https://www.longos.com/product/4240/Blueberries
00628055798118,Strawberries,Fresh Fruits & Vegetables,Fruits,True,4.99,False,0,454g,https://api.longos.com/medias/00628055798118-2-base-conversionFormat-1200-conversionFormat.jpg?context=bWFzdGVyfGltYWdlc3wyNjM1MnxpbWFnZS9qcGVnfGltYWdlcy9oMjQvaDcxLzg4NDE2NDQwODExODIuanBnfDk0NWRkMjk1ZGEzMWNmZmU0ODkyMGU5YTg3YTcwMzJiOTBiMzcyNTZhZGMyMjRlNmJjOGY0ZWY0MzkyYTA1NTg,,https://www.longos.com/product/00628055798118/Strawberries
14042,Fresh Red Plums Large,Fresh Fruits & Vegetables,Fruits,True,1.29,False,0,Each,https://api.longos.com/medias/14042-1-base-conversionFormat-1200Wx1200H.png?context=bWFzdGVyfGltYWdlc3wxMDU2NTQ3fGltYWdlL3BuZ3xoMWUvaDcyLzkzNDc2NzAyNDU0MDYvMTQwNDJfMV9iYXNlLWNvbnZlcnNpb25Gb3JtYXRfMTIwMFd4MTIwMEh8ZjMzNWE0NDNkYWRjNWNlZDA4MTE0MGYzMmQ1MmYwYmVhNWQ1MmM2MzUwOTUyNDYzNzg5MmMwZjUwMjVmYjlkNg,Red plums are round with smooth thin skin. The flesh can also range from red to purple or yellow. The flavor has a tasty balance between sweetness and tartness.,https://www.longos.com/product/14042/Fresh%20Red%20Plums%20Large%20
00894679000726,ORGANIC Lemons,Fresh Fruits & Vegetables,Fruits,True,3.99,False,0,1lb,https://api.longos.com/medias/00894679000726-1-base-conversionFormat-1200Wx1200H.png?context=bWFzdGVyfGltYWdlc3w1OTYzMjR8aW1hZ2UvcG5nfGg3Yy9oOGEvOTM0NDI2MzQyMTk4Mi8wMDg5NDY3OTAwMDcyNl8xX2Jhc2UtY29udmVyc2lvbkZvcm1hdF8xMjAwV3gxMjAwSHwyNjA0N2MzNzIwNzJjNTllYzcyZmVkYTU1N2ZmZDdiOGE1Y2Y2ZmIwNmRmMDBiNzA5NTAxN2MwZTMwYzY1MGY3,,https://www.longos.com/product/00894679000726/ORGANIC%20Lemons
4050,Large Cantaloupe,Fresh Fruits & Vegetables,Fruits,True,3.99,False,0,Each,https://api.longos.com/medias/4050-1-base-conversionFormat-1200-conversionFormat.jpg?context=bWFzdGVyfGltYWdlc3wzMjcxM3xpbWFnZS9qcGVnfGltYWdlcy9oYjYvaDk4Lzg4MzYxMjE0NjA3NjYuanBnfGEzMzBjYjlkOWFhMjYxN2MxMzg0NzlkZTE4ODgyNGUxMzUwZjI3N2Q3YzAyMmYyNDRjZjIzY2YxMjIxMjU3YzU,,https://www.longos.com/product/4050/Large%20Cantaloupe
00899062002912,Organic Blueberries,Fresh Fruits & Vegetables,Fruits,True,5.99,False,0,125g,https://api.longos.com/medias/00899062002912-1-base-conversionFormat-1200-conversionFormat.jpg?context=bWFzdGVyfGltYWdlc3wzNjcyNnxpbWFnZS9qcGVnfGltYWdlcy9oYjkvaDA3Lzg4OTUzOTExMzc4MjIuanBnfDJhY2U4OWRjYzYzYjM3MmEzODBhOGYwMTkxYjFmYmQ4MDEyNDBiNTE0Yzc1ODZmZDc0Njc5YTUzNGMyOTg3Mzk,Blueberries are indigo-coloured berries known for their antioxidant properties. They are also bursting with flavour.,https://www.longos.com/product/00899062002912/Organic%20Blueberries
13107,"Navel Orange, Medium",Fresh Fruits & Vegetables,Fruits,True,0.99,False,0,EACH,https://api.longos.com/medias/13107-2-base-conversionFormat-1200-conversionFormat.png?context=bWFzdGVyfGltYWdlc3wyNDc1MjZ8aW1hZ2UvcG5nfGltYWdlcy9oNWIvaGUyLzkwMjYyMDg2OTQzMDIucG5nfDZmOWU5YzBjMjNmZjg2ODhkZDgzMDljZjkxODk3MjY4YzA2MzBmYmEyMWYzNWM4NGUwZTExMmY3OTZjNmYwMDk,"Juicy and nostalgic, Navel oranges offer a sweet authentic orange taste that will take you back to your first-ever bite of orange. These oranges are grown in sunny vintage California groves.","https://www.longos.com/product/13107/Navel%20Orange,%20Medium"
629,Seedless Watermelon,Fresh Fruits & Vegetables,Fruits,True,4.99,False,0,Each,https://api.longos.com/medias/629-2-base-conversionFormat-1200-conversionFormat.jpg?context=bWFzdGVyfGltYWdlc3wzODg2M3xpbWFnZS9qcGVnfGltYWdlcy9oY2QvaGJlLzg4MzYwODI2NjM0NTQuanBnfDdkNDhmZTdmODllZWM5N2ZhMWU4NGU2MDlkYjhmOWU3NDE2ZGE1MGNkODUwNDc2NTMyZjE2YzUyZjNlY2U4NTY,"Stay hydrated with this juicy, sweet melon. And don't forget you can use the whole watermelon! The rind is edible and can be used as a vegetable.",https://www.longos.com/product/629/Seedless%20Watermelon
3038,Granadilla,Fresh Fruits & Vegetables,Fruits,True,2.49,False,0,Each,https://api.longos.com/medias/3038-1-base-conversionFormat-1200-conversionFormat.png?context=bWFzdGVyfGltYWdlc3wzMzUyNTh8aW1hZ2UvcG5nfGltYWdlcy9oOTAvaDg3LzkwMjYyOTI5NDA4MzAucG5nfGU1YmQwNjQ2Mjc1MzM1ODRiYjE0OWQzZThjMzllY2NhMTY1OThiMTYwZDMyZWRjN2I0ODYwMjI2Y2ZhYTZlNGI,,https://www.longos.com/product/3038/Granadilla
14040,Large Black Plums,Fresh Fruits & Vegetables,Fruits,True,0.99,False,0,Each,https://api.longos.com/medias/14040-1-base-conversionFormat-1200Wx1200H.png?context=bWFzdGVyfGltYWdlc3wxMTU4ODQ0fGltYWdlL3BuZ3xoZjUvaDljLzkzNDc0NDc0MjMwMDYvMTQwNDBfMV9iYXNlLWNvbnZlcnNpb25Gb3JtYXRfMTIwMFd4MTIwMEh8N2IxNzZjZTdmNDZlNDVhMzQ3ZjU0ZWZhNzY1YWNkMDZhZTY1YjFlYzBhZWRjZjVhMjAzNzEwODQyODM5ZDc0OA,,https://www.longos.com/product/14040/Large%20Black%20Plums
14053,"Lemon, Large",Fresh Fruits & Vegetables,Fruits,True,1.39,False,0,EACH,https://api.longos.com/medias/14053-1-base-conversionFormat-1200Wx1200H.png?context=bWFzdGVyfGltYWdlc3w0Nzc0NzN8aW1hZ2UvcG5nfGg1OC9oZjYvOTM0Njc2MDgwMjMzNC8xNDA1M18xX2Jhc2UtY29udmVyc2lvbkZvcm1hdF8xMjAwV3gxMjAwSHw3YjYwNTI0M2YyOGM1MDNmYjk0MDUyZGMwMmNjNjhmN2IwOWVkMTQ0MDE5ZDJkOGUzMGY0YmFhNmViNzU0ZTY0,"Lemons are popular for adding flavour to teas, meals and desserts. Use the juice or zest the peel to incorporate lemons into your favourite dish.","https://www.longos.com/product/14053/Lemon,%20Large%20"
00033383401508,BAGGED AVOCADOS,Fresh Fruits & Vegetables,Fruits,True,4.99,False,0,Each,https://api.longos.com/medias/00033383401508-1-base-conversionFormat-1200-conversionFormat.jpg?context=bWFzdGVyfGltYWdlc3w5NzgzOHxpbWFnZS9qcGVnfGltYWdlcy9oYTMvaDZmLzg4NjM5NjY1Mjc1MTguanBnfDc4OTY4NWNiNjZjNjZiMGE0ZjkzOTVjYmEyNjI5MWJkZjdkNmNmZTVlMjU0OTk3NTg1NDg3MjJlODFjMTU3ZDc,,https://www.longos.com/product/00033383401508/BAGGED%20AVOCADOS
14012,"Navel Orange, Large",Fresh Fruits & Vegetables,Fruits,True,1.39,False,0,EACH,https://api.longos.com/medias/14012-2-base-conversionFormat-1200-conversionFormat.png?context=bWFzdGVyfGltYWdlc3wyNDc1Mjh8aW1hZ2UvcG5nfGltYWdlcy9oYjMvaGQxLzkwMjYyMTE5NzExMDIucG5nfGQ5MjcxOTIyNTZmNWRjYTc5NTg4N2RkMzk1ODY4MWNkNWY5YWY3ZDE4ODNhZjZlOTZiMTkzNWVlNjhjODk4NmM,"One of the most popular oranges for eating fresh, out-of-hand. It is recognizable for its navel-like stem end.","https://www.longos.com/product/14012/Navel%20Orange,%20Large%20"
00208477000008,Fresh Peeled & Cored Golden Pineapple,Fresh Fruits & Vegetables,Fruits,True,5.99,False,0,Each,https://api.longos.com/medias/00208477000008-2-base-conversionFormat-1200-conversionFormat.jpg?context=bWFzdGVyfGltYWdlc3wyNDc3M3xpbWFnZS9qcGVnfGltYWdlcy9oZjQvaDdlLzg4NDEzMDQ4OTk2MTQuanBnfDY3Y2UzYmJkZDlhOWY0MWZjZTU3OWMwZmY2YTFmYTNhNjczMDU3YmUwZWEwYjJmYmRmYzczZDRjMTdiZjRhOWE,Pineapple.,https://www.longos.com/product/00208477000008/Fresh%20Peeled%20&%20Cored%20Golden%20Pineapple
00715756100200,Blackberries,Fresh Fruits & Vegetables,Fruits,True,3.99,False,0,1/2 pint,https://api.longos.com/medias/00715756100200-2-base-conversionFormat-1200-conversionFormat.jpg?context=bWFzdGVyfGltYWdlc3wyNDczNXxpbWFnZS9qcGVnfGltYWdlcy9oZWUvaDFjLzg4NDE4MzU2NDI5MTAuanBnfGZkN2M4M2ZhNDM4ODg0MDA3MzQ5YzY5MTc5ZWRhYjhmNzVhM2I1Y2NkYzlkNjU4YjA4Zjc3YzAzMzg5NTA1Mjc,The dark blue colour of blackberries gives them one of the highest antioxidant levels of all berries.,https://www.longos.com/product/00715756100200/Blackberries
14135,Royal Gala Apple,Fresh Fruits & Vegetables,Fruits,True,1.40,False,0,EACH,https://api.longos.com/medias/14135-1-base-conversionFormat-1200Wx1200H.png?context=bWFzdGVyfGltYWdlc3w3Nzk5NzZ8aW1hZ2UvcG5nfGg3MS9oZTQvOTM0NzM2NzY5ODQ2Mi8xNDEzNV8xX2Jhc2UtY29udmVyc2lvbkZvcm1hdF8xMjAwV3gxMjAwSHxlNTliZGE5ZWRkZDI5MjlkZmQ1NTRmOTUyMTQwYWU5ODk3MWViY2QxNDQ5MGY0ZTc4NDkxOTgyMGQxYTJjYWM5,"A mildy sweet, medium-sized apple with yellow to orange flesh and a red blush. Royal Gala apples a great snacking fruit and are a kids lunchbox favourite.   Royal Gala apples are a great addition to fruit and green salads, as well as fruit salsas and chutneys. Their sweet flavour becomes milder when cooked making them perfect for baking, and pairs& View More",https://www.longos.com/product/14135/Royal%20Gala%20Apple
94131,Organic Fuji Apples,Fresh Fruits & Vegetables,Fruits,True,1.65,False,0,250g,https://api.longos.com/medias/94131-1-base-conversionFormat-1200Wx1200H.png?context=bWFzdGVyfGltYWdlc3w1MTMyMzd8aW1hZ2UvcG5nfGg0Ni9oOGYvOTMzNDM4Njc1MzU2Ni85NDEzMV8xX2Jhc2UtY29udmVyc2lvbkZvcm1hdF8xMjAwV3gxMjAwSHwxMWYyOWNhMzk0NmJmNThjZjFmNDUyOTBlNWRmYTM2YWMyZDljOThjYzU4M2IzODU1NDQ0Y2I1ZDA1OGZiNjYy,"The semi-thick skin is smooth, and has a yellow and green base with a blushing overlay of pink and red. Fuji apples are crisp and very juicy with a sugary-sweet flavor a hint of honey and citrus.   Fuji apples are great for snacking and baking. As well as making homemade apple butter or baby food.",https://www.longos.com/product/94131/Organic%20Fuji%20Apples
00715756100040,Organic Raspberries,Fresh Fruits & Vegetables,Fruits,True,4.99,False,0,1/2 pint,https://api.longos.com/medias/00715756100040-2-base-conversionFormat-1200-conversionFormat.jpg?context=bWFzdGVyfGltYWdlc3wyMDc3OXxpbWFnZS9qcGVnfGltYWdlcy9oN2MvaDk1Lzg4NDE4Mjk2NzkxMzQuanBnfGRmZDI5MjgwMjNiYjdkNGVmODk4N2JmZDI4ODE4ZmUzZGMyYWNjYzg2MjcwZTBlYTQ4NWZhMmI2ZTc1OTk3ZTM,So beautiful and delicious they need no adornment.,https://www.longos.com/product/00715756100040/Organic%20Raspberries
00715756100019,Raspberries,Fresh Fruits & Vegetables,Fruits,True,3.99,False,0,170g,https://api.longos.com/medias/00715756100019-1-base-conversionFormat-1200-conversionFormat.jpg?context=bWFzdGVyfGltYWdlc3wzMjk0MnxpbWFnZS9qcGVnfGltYWdlcy9oMzYvaGE4Lzg4NDE3Njc4MTMxNTAuanBnfGNjYTUxMmYyZGU1YzhiZGY3ZWYwNWExZWQxMjI3OTMyMGExMzZmOThiYWQwNzQzMjY2MzgxYmZjOWJkYmI4ZDI,So beautiful and delicious they need no adornment.,https://www.longos.com/product/00715756100019/Raspberries
00769197404144,Organic Strawberries,Fresh Fruits & Vegetables,Fruits,True,4.99,False,0,454g,https://api.longos.com/medias/00769197404144-1-base-conversionFormat-1200-conversionFormat.jpg?context=bWFzdGVyfGltYWdlc3wzMDkxOXxpbWFnZS9qcGVnfGltYWdlcy9oMzYvaDZjLzg4NDE5MjY3MDUxODIuanBnfDg4MTQ3NTg3NzdhMjVlOTBmMjgyMWQyOTgzNjAwNTNjYTBkMTUxOTIxMDUwZjI3YWRmZjgzMDhjYTY5ZTc3NDQ,,https://www.longos.com/product/00769197404144/Organic%20Strawberries
94023,Organic Red Grapes Seedless,Fresh Fruits & Vegetables,Fruits,True,7.92,True,3.95,900g-1.2kg,https://api.longos.com/medias/94023-1-base-conversionFormat-1200-conversionFormat.jpg?context=bWFzdGVyfGltYWdlc3wzNzAyMnxpbWFnZS9qcGVnfGltYWdlcy9oYzkvaDEwLzg4NjMwNjk0MDUyMTQuanBnfDVhNTM1ZjY4ZWUxNmU3ZTFlYTZmMTVlNzhjY2ZiNmU4MjljOTBkZmZiMzllMWU2ZDc4YTRiMDNhN2U2ZDAwYzk,,https://www.longos.com/product/94023/Organic%20Red%20Grapes%20Seedless
